--------- beginning of system
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:193)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:6669)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: Caused by: java.lang.RuntimeException: Unable to start activity ComponentInfo{com.evancharlton.mileage/com.evancharlton.mileage.FillupActivity}: android.view.InflateException: Binary XML file line #5: Binary XML file line #5: Error inflating class com.evancharlton.mileage.views.CursorSpinner
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2913)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.ActivityThread.startActivityNow(ActivityThread.java:2723)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.LocalActivityManager.moveToState(LocalActivityManager.java:139)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.LocalActivityManager.startActivity(LocalActivityManager.java:366)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.widget.TabHost$IntentContentStrategy.getContentView(TabHost.java:774)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.widget.TabHost.setCurrentTab(TabHost.java:428)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.widget.TabHost.addTab(TabHost.java:238)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at com.evancharlton.mileage.Mileage.onCreate(Mileage.java:31)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.Activity.performCreate(Activity.java:7136)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.Activity.performCreate(Activity.java:7127)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1271)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2893)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	... 11 more
12-07 03:25:50.076 13667 13667 E AndroidRuntime: Caused by: android.view.InflateException: Binary XML file line #5: Binary XML file line #5: Error inflating class com.evancharlton.mileage.views.CursorSpinner
12-07 03:25:50.076 13667 13667 E AndroidRuntime: Caused by: android.view.InflateException: Binary XML file line #5: Error inflating class com.evancharlton.mileage.views.CursorSpinner
12-07 03:25:50.076 13667 13667 E AndroidRuntime: Caused by: java.lang.reflect.InvocationTargetException
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at java.lang.reflect.Constructor.newInstance0(Native Method)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at java.lang.reflect.Constructor.newInstance(Constructor.java:343)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.createView(LayoutInflater.java:647)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:790)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:730)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.rInflate(LayoutInflater.java:863)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:489)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:423)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:374)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at com.evancharlton.mileage.BaseFormActivity.onCreate(BaseFormActivity.java:37)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at com.evancharlton.mileage.FillupActivity.onCreate(FillupActivity.java:72)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.Activity.performCreate(Activity.java:7136)
12-07 03:25:50.076 13667 13667 E AndroidRuntime: 	at android.app.Activity.performCreate(Activity.java:7127)
